fecha,CVE,Estado,Sospechoso,Positivo,Fallecimientos,merge
01/05/2020,19,Nuevo León,558,366,17,0
01/05/2020,20,Oaxaca,97,147,20,0
01/05/2020,21,Puebla,379,708,88,0
01/05/2020,22,Querétaro,35,146,11,0
01/05/2020,23,Quintana Roo,147,830,116,0
01/05/2020,24,San Luis Potosí,109,121,8,0
01/05/2020,25,Sinaloa,560,1008,159,0
01/05/2020,26,Sonora,206,240,23,0
01/05/2020,27,Tabasco,295,1066,131,0
01/05/2020,28,Tamaulipas,330,338,20,0
01/05/2020,29,Tlaxcala,95,217,22,0
01/05/2020,30,Veracruz,455,617,56,0
01/05/2020,31,Yucatán,204,489,30,0
01/05/2020,32,Zacatecas,42,87,8,0
02/05/2020,1,Aguascalientes,165,253,7,0
02/05/2020,2,Baja California,869,1582,235,0
02/05/2020,3,Baja California Sur,47,330,18,0
02/05/2020,4,Campeche,17,109,21,0
02/05/2020,5,Coahuila,340,440,41,0
02/05/2020,6,Colima,15,29,3,0
02/05/2020,7,Chiapas,48,216,9,0
02/05/2020,8,Chihuahua,361,452,89,0
02/05/2020,9,Ciudad de México,3996,6013,451,0
02/05/2020,10,Durango,65,73,7,0
02/05/2020,11,Guanajuato,713,290,27,0
02/05/2020,12,Guerrero,158,317,49,0
02/05/2020,13,Hidalgo,115,306,35,0
02/05/2020,14,Jalisco,578,387,32,0
02/05/2020,15,México,3439,3615,191,0
02/05/2020,16,Michoacán,152,366,46,0
02/05/2020,17,Morelos,181,417,46,0
02/05/2020,18,Nayarit,64,106,12,0
02/05/2020,19,Nuevo León,524,406,19,0
02/05/2020,20,Oaxaca,63,163,22,0
02/05/2020,21,Puebla,335,755,92,0
02/05/2020,22,Querétaro,48,151,13,0
02/05/2020,23,Quintana Roo,89,889,116,0
02/05/2020,24,San Luis Potosí,94,131,8,0
02/05/2020,25,Sinaloa,539,1076,163,0
02/05/2020,26,Sonora,216,249,23,0
02/05/2020,27,Tabasco,293,1077,137,0
02/05/2020,28,Tamaulipas,359,362,21,0
02/05/2020,29,Tlaxcala,50,229,22,0
02/05/2020,30,Veracruz,409,672,59,0
02/05/2020,31,Yucatán,162,533,30,0
02/05/2020,32,Zacatecas,32,94,10,0
03/05/2020,1,Aguascalientes,141,265,7,0
03/05/2020,2,Baja California,760,1660,238,0
03/05/2020,3,Baja California Sur,44,339,18,0
03/05/2020,4,Campeche,21,113,21,0
03/05/2020,5,Coahuila,311,453,42,0
03/05/2020,6,Colima,23,29,4,0
03/05/2020,7,Chiapas,30,227,9,0
03/05/2020,8,Chihuahua,311,512,92,0
03/05/2020,9,Ciudad de México,3217,6417,472,0
03/05/2020,10,Durango,114,75,7,0
03/05/2020,11,Guanajuato,547,308,31,0
03/05/2020,12,Guerrero,151,342,48,0
03/05/2020,13,Hidalgo,138,312,41,0
03/05/2020,14,Jalisco,402,417,33,0
03/05/2020,15,México,3341,3893,199,0
03/05/2020,16,Michoacán,177,369,49,0
03/05/2020,17,Morelos,179,430,49,0
03/05/2020,18,Nayarit,80,115,12,0
03/05/2020,19,Nuevo León,382,418,20,0
03/05/2020,20,Oaxaca,77,166,23,0
03/05/2020,21,Puebla,300,806,102,0
03/05/2020,22,Querétaro,47,157,14,0
03/05/2020,23,Quintana Roo,94,911,118,0
03/05/2020,24,San Luis Potosí,67,146,8,0
03/05/2020,25,Sinaloa,462,1119,170,0
03/05/2020,26,Sonora,191,266,23,0
03/05/2020,27,Tabasco,187,1196,145,0
03/05/2020,28,Tamaulipas,264,380,22,0
03/05/2020,29,Tlaxcala,73,238,22,0
03/05/2020,30,Veracruz,394,705,64,0
03/05/2020,31,Yucatán,98,588,31,0
03/05/2020,32,Zacatecas,41,99,13,0
04/05/2020,1,Aguascalientes,104,286,9,0
04/05/2020,2,Baja California,682,1808,251,0
04/05/2020,3,Baja California Sur,53,344,18,0
04/05/2020,4,Campeche,28,122,22,0
04/05/2020,5,Coahuila,289,476,46,0
04/05/2020,6,Colima,23,30,4,0
04/05/2020,7,Chiapas,40,231,11,0
04/05/2020,8,Chihuahua,320,532,93,0
04/05/2020,9,Ciudad de México,3193,6785,499,0
04/05/2020,10,Durango,114,80,7,0
04/05/2020,11,Guanajuato,538,315,33,0
04/05/2020,12,Guerrero,196,366,50,0
04/05/2020,13,Hidalgo,153,334,48,0
04/05/2020,14,Jalisco,310,447,34,0
04/05/2020,15,México,3707,4202,207,0
04/05/2020,16,Michoacán,207,375,52,0
04/05/2020,17,Morelos,174,501,57,0
04/05/2020,18,Nayarit,78,124,13,0
04/05/2020,19,Nuevo León,379,442,23,0
04/05/2020,20,Oaxaca,83,172,24,0
04/05/2020,21,Puebla,318,842,106,0
04/05/2020,22,Querétaro,46,165,15,0
04/05/2020,23,Quintana Roo,140,922,119,0
04/05/2020,24,San Luis Potosí,83,157,8,0
04/05/2020,25,Sinaloa,493,1161,173,0
04/05/2020,26,Sonora,206,280,23,0
04/05/2020,27,Tabasco,169,1247,156,0
04/05/2020,28,Tamaulipas,319,388,23,0
04/05/2020,29,Tlaxcala,88,250,25,0
04/05/2020,30,Veracruz,376,803,68,0
04/05/2020,31,Yucatán,192,608,31,0
04/05/2020,32,Zacatecas,42,110,15,0
05/05/2020,1,Aguascalientes,324,289,10,0
05/05/2020,2,Baja California,586,1989,289,0
05/05/2020,3,Baja California Sur,49,351,18,0
05/05/2020,4,Campeche,49,125,23,0
05/05/2020,5,Coahuila,451,489,48,0
05/05/2020,6,Colima,25,31,5,0
05/05/2020,7,Chiapas,110,241,12,0
05/05/2020,8,Chihuahua,349,581,111,0
05/05/2020,9,Ciudad de México,3956,6999,543,0
05/05/2020,10,Durango,137,80,8,0
05/05/2020,11,Guanajuato,609,329,38,0
05/05/2020,12,Guerrero,240,388,54,0
05/05/2020,13,Hidalgo,141,374,51,0
05/05/2020,14,Jalisco,335,469,35,0
05/05/2020,15,México,4594,4353,227,0
05/05/2020,16,Michoacán,263,394,54,0
05/05/2020,17,Morelos,213,554,69,0
05/05/2020,18,Nayarit,99,133,17,0
05/05/2020,19,Nuevo León,570,469,25,0
05/05/2020,20,Oaxaca,95,185,27,0
05/05/2020,21,Puebla,356,880,113,0
05/05/2020,22,Querétaro,55,167,17,0
05/05/2020,23,Quintana Roo,142,955,142,0
05/05/2020,24,San Luis Potosí,110,167,8,0
05/05/2020,25,Sinaloa,590,1195,173,0
05/05/2020,26,Sonora,257,307,23,0
05/05/2020,27,Tabasco,234,1277,176,0
05/05/2020,28,Tamaulipas,372,396,26,0
05/05/2020,29,Tlaxcala,92,261,29,0
05/05/2020,30,Veracruz,488,836,79,0
05/05/2020,31,Yucatán,151,648,33,0
05/05/2020,32,Zacatecas,57,113,16,0
06/05/2020,1,Aguascalientes,448,292,10,0
06/05/2020,2,Baja California,627,2097,326,0
06/05/2020,3,Baja California Sur,65,358,18,0
06/05/2020,4,Campeche,38,147,24,0
06/05/2020,5,Coahuila,514,491,48,0
06/05/2020,6,Colima,41,31,6,0
06/05/2020,7,Chiapas,136,263,12,0
06/05/2020,8,Chihuahua,400,600,117,0
06/05/2020,9,Ciudad de México,4125,7521,604,0
06/05/2020,10,Durango,100,91,8,0
06/05/2020,11,Guanajuato,691,343,40,0
06/05/2020,12,Guerrero,265,413,57,0
06/05/2020,13,Hidalgo,159,396,57,0
06/05/2020,14,Jalisco,378,492,37,0
06/05/2020,15,México,5004,4661,244,0
06/05/2020,16,Michoacán,271,423,55,0
06/05/2020,17,Morelos,178,612,73,0
06/05/2020,18,Nayarit,106,151,20,0
06/05/2020,19,Nuevo León,627,511,28,0
06/05/2020,20,Oaxaca,94,202,30,0
06/05/2020,21,Puebla,389,910,116,0
06/05/2020,22,Querétaro,64,179,17,0
06/05/2020,23,Quintana Roo,166,980,158,0
06/05/2020,24,San Luis Potosí,96,187,9,0
06/05/2020,25,Sinaloa,635,1248,180,0
06/05/2020,26,Sonora,283,342,24,0
06/05/2020,27,Tabasco,289,1319,179,0
06/05/2020,28,Tamaulipas,478,415,27,0
06/05/2020,29,Tlaxcala,108,280,35,0
06/05/2020,30,Veracruz,563,872,83,0
06/05/2020,31,Yucatán,157,688,36,0
06/05/2020,32,Zacatecas,58,119,17,0
07/05/2020,1,Aguascalientes,402,292,11,0
07/05/2020,2,Baja California,724,2176,344,0
07/05/2020,3,Baja California Sur,82,368,20,0
07/05/2020,4,Campeche,41,157,25,0
07/05/2020,5,Coahuila,628,501,50,0
07/05/2020,6,Colima,46,35,6,0
07/05/2020,7,Chiapas,146,291,12,0
07/05/2020,8,Chihuahua,478,617,117,0
07/05/2020,9,Ciudad de México,4357,8129,696,0
07/05/2020,10,Durango,98,97,11,0
07/05/2020,11,Guanajuato,631,388,42,0
07/05/2020,12,Guerrero,323,441,59,0
07/05/2020,13,Hidalgo,178,431,64,0
07/05/2020,14,Jalisco,312,508,41,0
07/05/2020,15,México,5471,5077,275,0
07/05/2020,16,Michoacán,295,473,56,0
07/05/2020,17,Morelos,233,656,83,0
07/05/2020,18,Nayarit,98,179,20,0
07/05/2020,19,Nuevo León,539,566,32,0
07/05/2020,20,Oaxaca,101,212,32,0
07/05/2020,21,Puebla,378,962,124,0
07/05/2020,22,Querétaro,63,193,18,0
07/05/2020,23,Quintana Roo,183,999,168,0
07/05/2020,24,San Luis Potosí,139,204,10,0
07/05/2020,25,Sinaloa,674,1312,197,0
07/05/2020,26,Sonora,296,387,25,0
07/05/2020,27,Tabasco,488,1407,188,0
07/05/2020,28,Tamaulipas,489,440,28,0
07/05/2020,29,Tlaxcala,81,304,42,0
07/05/2020,30,Veracruz,604,959,99,0
07/05/2020,31,Yucatán,183,727,39,0
07/05/2020,32,Zacatecas,51,128,17,0
08/05/2020,1,Aguascalientes,373,301,12,0
08/05/2020,2,Baja California,780,2276,365,0
08/05/2020,3,Baja California Sur,79,373,22,0
08/05/2020,4,Campeche,40,166,26,0
08/05/2020,5,Coahuila,668,537,51,0
08/05/2020,6,Colima,21,38,6,0
08/05/2020,7,Chiapas,150,330,17,0
08/05/2020,8,Chihuahua,514,632,126,0
08/05/2020,9,Ciudad de México,4987,8705,729,0
08/05/2020,10,Durango,109,107,11,0
08/05/2020,11,Guanajuato,605,414,46,0
08/05/2020,12,Guerrero,368,450,61,0
08/05/2020,13,Hidalgo,188,475,70,0
08/05/2020,14,Jalisco,394,554,47,0
08/05/2020,15,México,6340,5418,300,0
08/05/2020,16,Michoacán,294,504,57,0
08/05/2020,17,Morelos,221,713,92,0
08/05/2020,18,Nayarit,84,206,21,0
08/05/2020,19,Nuevo León,502,601,33,0
08/05/2020,20,Oaxaca,123,217,36,0
08/05/2020,21,Puebla,405,1017,129,0
08/05/2020,22,Querétaro,61,208,19,0
08/05/2020,23,Quintana Roo,176,1032,175,0
08/05/2020,24,San Luis Potosí,148,227,11,0
08/05/2020,25,Sinaloa,657,1372,204,0
08/05/2020,26,Sonora,306,415,25,0
08/05/2020,27,Tabasco,396,1531,201,0
08/05/2020,28,Tamaulipas,558,442,31,0
08/05/2020,29,Tlaxcala,91,324,49,0
08/05/2020,30,Veracruz,651,1049,112,0
08/05/2020,31,Yucatán,211,753,48,0
08/05/2020,32,Zacatecas,71,135,17,0
09/05/2020,1,Aguascalientes,454,303,14,0
09/05/2020,2,Baja California,825,2365,402,0
09/05/2020,3,Baja California Sur,85,379,22,0
09/05/2020,4,Campeche,29,181,26,0
09/05/2020,5,Coahuila,623,553,52,0
09/05/2020,6,Colima,26,38,6,0
09/05/2020,7,Chiapas,105,367,19,0
09/05/2020,8,Chihuahua,526,658,135,0
09/05/2020,9,Ciudad de México,4835,9218,774,0
09/05/2020,10,Durango,113,109,11,0
09/05/2020,11,Guanajuato,723,443,46,0
09/05/2020,12,Guerrero,379,475,64,0
09/05/2020,13,Hidalgo,192,496,73,0
09/05/2020,14,Jalisco,440,592,48,0
09/05/2020,15,México,6772,5710,321,0
09/05/2020,16,Michoacán,220,555,60,0
09/05/2020,17,Morelos,172,775,98,0
09/05/2020,18,Nayarit,86,211,21,0
09/05/2020,19,Nuevo León,571,607,33,0
09/05/2020,20,Oaxaca,122,225,39,0
09/05/2020,21,Puebla,381,1060,144,0
09/05/2020,22,Querétaro,74,218,19,0
09/05/2020,23,Quintana Roo,150,1071,182,0
09/05/2020,24,San Luis Potosí,206,237,12,0
09/05/2020,25,Sinaloa,650,1393,207,0
09/05/2020,26,Sonora,340,476,26,0
09/05/2020,27,Tabasco,422,1598,211,0
09/05/2020,28,Tamaulipas,441,708,37,0
09/05/2020,29,Tlaxcala,67,353,52,0
09/05/2020,30,Veracruz,639,1155,121,0
09/05/2020,31,Yucatán,161,791,48,0
09/05/2020,32,Zacatecas,58,140,17,0
10/05/2020,1,Aguascalientes,417,330,14,0
10/05/2020,2,Baja California,818,2428,416,0
10/05/2020,3,Baja California Sur,49,387,22,0
10/05/2020,4,Campeche,42,193,28,0
10/05/2020,5,Coahuila,564,562,53,0
10/05/2020,6,Colima,16,44,6,0
10/05/2020,7,Chiapas,88,394,19,0
10/05/2020,8,Chihuahua,493,674,135,0
10/05/2020,9,Ciudad de México,4489,9737,796,0
10/05/2020,10,Durango,93,115,12,0
10/05/2020,11,Guanajuato,534,473,46,0
10/05/2020,12,Guerrero,320,531,70,0
10/05/2020,13,Hidalgo,138,540,81,0
10/05/2020,14,Jalisco,537,593,52,0
10/05/2020,15,México,6828,5988,340,0
10/05/2020,16,Michoacán,299,569,65,0
10/05/2020,17,Morelos,154,803,98,0
10/05/2020,18,Nayarit,65,220,22,0
10/05/2020,19,Nuevo León,645,641,33,0
10/05/2020,20,Oaxaca,103,250,44,0
10/05/2020,21,Puebla,405,1068,144,0
10/05/2020,22,Querétaro,72,232,20,0
10/05/2020,23,Quintana Roo,166,1081,183,0
10/05/2020,24,San Luis Potosí,159,264,12,0
10/05/2020,25,Sinaloa,572,1470,213,0
10/05/2020,26,Sonora,345,504,27,0
10/05/2020,27,Tabasco,434,1652,220,0
10/05/2020,28,Tamaulipas,260,737,38,0
10/05/2020,29,Tlaxcala,95,358,54,0
10/05/2020,30,Veracruz,634,1205,123,0
10/05/2020,31,Yucatán,110,829,48,0
10/05/2020,32,Zacatecas,35,150,19,0
11/05/2020,1,Aguascalientes,322,352,14,0
11/05/2020,2,Baja California,870,2448,419,0
11/05/2020,3,Baja California Sur,38,398,22,0
11/05/2020,4,Campeche,24,209,30,0
11/05/2020,5,Coahuila,490,572,53,0
11/05/2020,6,Colima,22,45,6,0
11/05/2020,7,Chiapas,66,419,20,0
11/05/2020,8,Chihuahua,483,693,141,0
11/05/2020,9,Ciudad de México,5113,9983,819,0
11/05/2020,10,Durango,98,117,12,0
11/05/2020,11,Guanajuato,510,505,46,0
11/05/2020,12,Guerrero,273,582,71,0
11/05/2020,13,Hidalgo,131,574,88,0
11/05/2020,14,Jalisco,565,636,55,0
11/05/2020,15,México,7528,6155,343,0
11/05/2020,16,Michoacán,387,577,69,0
11/05/2020,17,Morelos,170,820,98,0
11/05/2020,18,Nayarit,46,238,22,0
11/05/2020,19,Nuevo León,710,664,33,0
11/05/2020,20,Oaxaca,116,258,44,0
11/05/2020,21,Puebla,374,1120,145,0
11/05/2020,22,Querétaro,90,252,23,0
11/05/2020,23,Quintana Roo,139,1118,192,0
11/05/2020,24,San Luis Potosí,136,278,12,0
11/05/2020,25,Sinaloa,519,1516,216,0
11/05/2020,26,Sonora,313,541,28,0
11/05/2020,27,Tabasco,401,1758,232,0
11/05/2020,28,Tamaulipas,254,756,46,0
11/05/2020,29,Tlaxcala,73,386,57,0
11/05/2020,30,Veracruz,544,1352,135,0
11/05/2020,31,Yucatán,146,848,51,0
11/05/2020,32,Zacatecas,40,157,19,0
12/05/2020,1,Aguascalientes,276,382,14,0
12/05/2020,2,Baja California,906,2576,442,0
12/05/2020,3,Baja California Sur,82,401,24,0
12/05/2020,4,Campeche,68,211,30,0
12/05/2020,5,Coahuila,604,584,53,0
12/05/2020,6,Colima,29,46,7,0
12/05/2020,7,Chiapas,126,433,25,0
12/05/2020,8,Chihuahua,520,730,146,0
12/05/2020,9,Ciudad de México,5816,10529,937,0
12/05/2020,10,Durango,102,123,13,0
12/05/2020,11,Guanajuato,562,544,54,0
12/05/2020,12,Guerrero,351,618,76,0
12/05/2020,13,Hidalgo,174,603,101,0
12/05/2020,14,Jalisco,477,670,55,0
12/05/2020,15,México,8199,6540,378,0
12/05/2020,16,Michoacán,460,610,72,0
12/05/2020,17,Morelos,195,874,124,0
12/05/2020,18,Nayarit,69,247,24,0
12/05/2020,19,Nuevo León,539,687,36,0
12/05/2020,20,Oaxaca,136,271,50,0
12/05/2020,21,Puebla,421,1172,159,0
12/05/2020,22,Querétaro,107,273,24,0
12/05/2020,23,Quintana Roo,178,1144,211,0
12/05/2020,24,San Luis Potosí,172,308,14,0
12/05/2020,25,Sinaloa,514,1579,230,0
12/05/2020,26,Sonora,397,567,29,0
12/05/2020,27,Tabasco,317,1876,242,0
12/05/2020,28,Tamaulipas,289,788,48,0
12/05/2020,29,Tlaxcala,109,398,67,0
12/05/2020,30,Veracruz,536,1497,155,0
12/05/2020,31,Yucatán,197,883,54,0
12/05/2020,32,Zacatecas,52,160,19,0
13/05/2020,1,Aguascalientes,305,398,15,0
13/05/2020,2,Baja California,821,2764,463,0
13/05/2020,3,Baja California Sur,86,409,24,0
13/05/2020,4,Campeche,64,226,31,0
13/05/2020,5,Coahuila,679,616,53,0
13/05/2020,6,Colima,35,46,7,0
13/05/2020,7,Chiapas,147,450,31,0
13/05/2020,8,Chihuahua,505,768,151,0
13/05/2020,9,Ciudad de México,6830,10946,1056,0
13/05/2020,10,Durango,129,127,14,0
13/05/2020,11,Guanajuato,594,580,56,0
13/05/2020,12,Guerrero,371,670,81,0
13/05/2020,13,Hidalgo,182,637,111,0
13/05/2020,14,Jalisco,453,699,59,0
13/05/2020,15,México,8645,6813,405,0
13/05/2020,16,Michoacán,457,678,76,0
13/05/2020,17,Morelos,209,915,133,0
13/05/2020,18,Nayarit,90,252,25,0
13/05/2020,19,Nuevo León,638,717,39,0
13/05/2020,20,Oaxaca,162,291,54,0
13/05/2020,21,Puebla,487,1213,164,0
13/05/2020,22,Querétaro,99,315,25,0
13/05/2020,23,Quintana Roo,160,1177,222,0
13/05/2020,24,San Luis Potosí,176,338,17,0
13/05/2020,25,Sinaloa,549,1620,248,0
13/05/2020,26,Sonora,400,642,30,0
13/05/2020,27,Tabasco,289,1976,253,0
13/05/2020,28,Tamaulipas,381,799,50,0
13/05/2020,29,Tlaxcala,124,438,74,0
13/05/2020,30,Veracruz,550,1574,166,0
13/05/2020,31,Yucatán,186,924,54,0
13/05/2020,32,Zacatecas,53,168,20,0
14/05/2020,1,Aguascalientes,463,407,16,0
14/05/2020,2,Baja California,815,2856,495,0
14/05/2020,3,Baja California Sur,88,420,25,0
14/05/2020,4,Campeche,62,253,32,0
14/05/2020,5,Coahuila,741,625,54,0
14/05/2020,6,Colima,30,54,7,0
14/05/2020,7,Chiapas,158,502,35,0
14/05/2020,8,Chihuahua,599,799,161,0
14/05/2020,9,Ciudad de México,7282,11664,1122,0
14/05/2020,10,Durango,129,144,14,0
14/05/2020,11,Guanajuato,641,619,60,0
14/05/2020,12,Guerrero,436,696,82,0
14/05/2020,13,Hidalgo,195,680,124,0
14/05/2020,14,Jalisco,477,747,64,0
14/05/2020,15,México,8692,7255,433,0
14/05/2020,16,Michoacán,573,718,78,0
14/05/2020,17,Morelos,209,979,138,0
14/05/2020,18,Nayarit,88,275,25,0
14/05/2020,19,Nuevo León,803,755,42,0
14/05/2020,20,Oaxaca,183,326,58,0
14/05/2020,21,Puebla,534,1272,166,0
14/05/2020,22,Querétaro,144,341,28,0
14/05/2020,23,Quintana Roo,163,1227,229,0
14/05/2020,24,San Luis Potosí,257,363,19,0
14/05/2020,25,Sinaloa,550,1716,253,0
14/05/2020,26,Sonora,526,687,31,0
14/05/2020,27,Tabasco,374,2066,263,0
14/05/2020,28,Tamaulipas,501,864,52,0
14/05/2020,29,Tlaxcala,116,475,81,0
14/05/2020,30,Veracruz,644,1666,195,0
14/05/2020,31,Yucatán,208,972,62,0
14/05/2020,32,Zacatecas,65,172,21,0
15/05/2020,1,Aguascalientes,405,443,18,0
15/05/2020,2,Baja California,805,3040,518,0
15/05/2020,3,Baja California Sur,71,439,26,0
15/05/2020,4,Campeche,36,280,34,0
15/05/2020,5,Coahuila,905,644,54,0
15/05/2020,6,Colima,37,58,7,0
15/05/2020,7,Chiapas,222,533,39,0
15/05/2020,8,Chihuahua,643,874,183,0
15/05/2020,9,Ciudad de México,7598,12456,1196,0
15/05/2020,10,Durango,169,150,15,0
15/05/2020,11,Guanajuato,810,658,63,0
15/05/2020,12,Guerrero,466,743,101,0
15/05/2020,13,Hidalgo,207,748,140,0
15/05/2020,14,Jalisco,737,767,69,0
15/05/2020,15,México,9079,7570,453,0
15/05/2020,16,Michoacán,672,768,81,0
15/05/2020,17,Morelos,222,1021,141,0
15/05/2020,18,Nayarit,83,287,25,0
15/05/2020,19,Nuevo León,1040,776,49,0
15/05/2020,20,Oaxaca,232,369,63,0
15/05/2020,21,Puebla,605,1338,179,0
15/05/2020,22,Querétaro,192,361,29,0
15/05/2020,23,Quintana Roo,179,1257,234,0
15/05/2020,24,San Luis Potosí,233,399,19,0
15/05/2020,25,Sinaloa,567,1814,261,0
15/05/2020,26,Sonora,539,757,34,0
15/05/2020,27,Tabasco,432,2177,275,0
15/05/2020,28,Tamaulipas,566,890,55,0
15/05/2020,29,Tlaxcala,139,509,85,0
15/05/2020,30,Veracruz,813,1700,222,0
15/05/2020,31,Yucatán,254,1025,68,0
15/05/2020,32,Zacatecas,70,181,21,0
16/05/2020,1,Aguascalientes,375,442,20,0
16/05/2020,2,Baja California,798,3168,543,0
16/05/2020,3,Baja California Sur,82,445,26,0
16/05/2020,4,Campeche,60,288,35,0
16/05/2020,5,Coahuila,983,667,55,0
16/05/2020,6,Colima,44,62,8,0
16/05/2020,7,Chiapas,233,600,44,0
16/05/2020,8,Chihuahua,650,898,192,0
16/05/2020,9,Ciudad de México,7338,13076,1285,0
16/05/2020,10,Durango,176,156,16,0
16/05/2020,11,Guanajuato,843,687,69,0
16/05/2020,12,Guerrero,489,785,108,0
16/05/2020,13,Hidalgo,212,812,150,0
16/05/2020,14,Jalisco,778,796,76,0
16/05/2020,15,México,9056,7892,470,0
16/05/2020,16,Michoacán,658,860,86,0
16/05/2020,17,Morelos,229,1031,143,0
16/05/2020,18,Nayarit,79,307,28,0
16/05/2020,19,Nuevo León,1221,791,49,0
16/05/2020,20,Oaxaca,220,416,67,0
16/05/2020,21,Puebla,575,1404,183,0
16/05/2020,22,Querétaro,205,396,32,0
16/05/2020,23,Quintana Roo,181,1289,242,0
16/05/2020,24,San Luis Potosí,231,426,20,0
16/05/2020,25,Sinaloa,623,1862,282,0
16/05/2020,26,Sonora,629,800,35,0
16/05/2020,27,Tabasco,532,2263,290,0
16/05/2020,28,Tamaulipas,658,919,59,0
16/05/2020,29,Tlaxcala,138,529,88,0
16/05/2020,30,Veracruz,895,1805,234,0
16/05/2020,31,Yucatán,167,1082,76,0
16/05/2020,32,Zacatecas,51,190,22,0
17/05/2020,1,Aguascalientes,355,472,20,0
17/05/2020,2,Baja California,747,3255,554,0
17/05/2020,3,Baja California Sur,66,459,26,0
17/05/2020,4,Campeche,81,296,37,0
17/05/2020,5,Coahuila,1007,679,57,0
17/05/2020,6,Colima,33,69,8,0
17/05/2020,7,Chiapas,221,653,44,0
17/05/2020,8,Chihuahua,636,917,192,0
17/05/2020,9,Ciudad de México,6712,13672,1331,0
17/05/2020,10,Durango,169,158,16,0
17/05/2020,11,Guanajuato,659,735,68,0
17/05/2020,12,Guerrero,565,798,108,0
17/05/2020,13,Hidalgo,234,844,155,0
17/05/2020,14,Jalisco,468,845,81,0
17/05/2020,15,México,8776,8187,478,0
17/05/2020,16,Michoacán,640,917,87,0
17/05/2020,17,Morelos,123,1090,149,0
17/05/2020,18,Nayarit,82,316,29,0
17/05/2020,19,Nuevo León,1173,860,49,0
17/05/2020,20,Oaxaca,274,445,69,0
17/05/2020,21,Puebla,560,1449,187,0
17/05/2020,22,Querétaro,203,416,40,0
17/05/2020,23,Quintana Roo,178,1315,246,0
17/05/2020,24,San Luis Potosí,179,454,22,0
17/05/2020,25,Sinaloa,588,1927,285,0
17/05/2020,26,Sonora,564,882,37,0
17/05/2020,27,Tabasco,433,2381,303,0
17/05/2020,28,Tamaulipas,584,939,59,0
17/05/2020,29,Tlaxcala,117,551,90,0
17/05/2020,30,Veracruz,874,1925,238,0
17/05/2020,31,Yucatán,154,1113,77,0
17/05/2020,32,Zacatecas,52,200,22,0
18/05/2020,1,Aguascalientes,274,477,20,0
18/05/2020,2,Baja California,736,3330,566,0
18/05/2020,3,Baja California Sur,69,462,26,0
18/05/2020,4,Campeche,87,306,39,0
18/05/2020,5,Coahuila,1098,682,58,0
18/05/2020,6,Colima,38,75,9,0
18/05/2020,7,Chiapas,221,688,44,0
18/05/2020,8,Chihuahua,706,917,193,0
18/05/2020,9,Ciudad de México,6136,14566,1380,0
18/05/2020,10,Durango,113,169,17,0
18/05/2020,11,Guanajuato,664,759,72,0
18/05/2020,12,Guerrero,552,855,112,0
18/05/2020,13,Hidalgo,187,920,162,0
18/05/2020,14,Jalisco,430,884,84,0
18/05/2020,15,México,8767,8556,484,0
18/05/2020,16,Michoacán,692,934,90,0
18/05/2020,17,Morelos,155,1097,149,0
18/05/2020,18,Nayarit,61,324,30,0
18/05/2020,19,Nuevo León,1257,876,49,0
18/05/2020,20,Oaxaca,204,606,75,0
18/05/2020,21,Puebla,641,1500,190,0
18/05/2020,22,Querétaro,206,452,42,0
18/05/2020,23,Quintana Roo,184,1346,253,0
18/05/2020,24,San Luis Potosí,157,480,23,0
18/05/2020,25,Sinaloa,514,2021,299,0
18/05/2020,26,Sonora,572,910,38,0
18/05/2020,27,Tabasco,452,2486,310,0
18/05/2020,28,Tamaulipas,546,993,59,0
18/05/2020,29,Tlaxcala,142,569,100,0
18/05/2020,30,Veracruz,842,2039,243,0
18/05/2020,31,Yucatán,186,1151,80,0
18/05/2020,32,Zacatecas,44,203,24,0
19/05/2020,1,Aguascalientes,124,515,20,0
19/05/2020,2,Baja California,735,3487,582,0
19/05/2020,3,Baja California Sur,77,469,27,0
19/05/2020,4,Campeche,92,319,45,0
19/05/2020,5,Coahuila,1291,707,59,0
19/05/2020,6,Colima,48,79,10,0
19/05/2020,7,Chiapas,266,737,45,0
19/05/2020,8,Chihuahua,763,960,202,0
19/05/2020,9,Ciudad de México,6973,15283,1451,0
19/05/2020,10,Durango,135,176,18,0
19/05/2020,11,Guanajuato,756,795,77,0
19/05/2020,12,Guerrero,656,899,128,0
19/05/2020,13,Hidalgo,228,966,166,0
19/05/2020,14,Jalisco,511,919,90,0
19/05/2020,15,México,8869,9002,503,0
19/05/2020,16,Michoacán,569,1042,93,0
19/05/2020,17,Morelos,174,1099,181,0
19/05/2020,18,Nayarit,84,335,34,0
19/05/2020,19,Nuevo León,1483,957,54,0
19/05/2020,20,Oaxaca,312,692,78,0
19/05/2020,21,Puebla,775,1615,219,0
19/05/2020,22,Querétaro,219,506,51,0
19/05/2020,23,Quintana Roo,210,1365,262,0
19/05/2020,24,San Luis Potosí,170,492,23,0
19/05/2020,25,Sinaloa,648,2080,320,0
19/05/2020,26,Sonora,681,985,45,0
19/05/2020,27,Tabasco,569,2561,329,0
19/05/2020,28,Tamaulipas,677,1058,68,0
19/05/2020,29,Tlaxcala,146,618,105,0
19/05/2020,30,Veracruz,893,2218,261,0
19/05/2020,31,Yucatán,239,1204,84,0
19/05/2020,32,Zacatecas,77,206,25,0
20/05/2020,1,Aguascalientes,68,558,21,0
